"BGSJOB"
"690140"
"48723A"
"690550"
"693680"
"532650"
"684620"
"J4361A"
"512810"
"533590"
"692160"
"531300"
"510930"
"J48090"
"151500"
"513570"
"532840"
"J46140"
"J47880"
"J2619A"
"514920"
"685710"
"530630"
"151330"
"J48410"
"525860"
"688750"
"152650"
"J2915A"
"J2916A"
"J2917A"
"693760"
"672870"
"692150"
"152810"
"514800"
"531600"
"152290"
"J2296A"
"529520"
"511440"
"J2285A"
"J4082A"
"694100"
"152200"
"J46160"
"147690"
"516700"
"533460"
"693410"
"J46020"
"147930"
"153160"
"691440"
"668210"
"635740"
"152940"
"693920"
"533330"
"153770"
"151600"
"J46050"
"152920"
"527440"
"532800"
"152600"
"673030"
"684980"
"153350"
"150940"
"691270"
"532530"
"691460"
"691110"
"154980"
"530710"
"69801A"
"533250"
"153110"
"697060"
"151980"
"692200"
"516000"
"691200"
"525880"
"680770"
"148110"
"51423A"
"692610"
"J45900"
"574990"
"J45920"
"J45910"
"J45930"
"J45990"
"696400"
"680710"
"697010"
"691190"
"696650"
"151710"
"X02820"
"153120"
"694170"
"688070"
"690770"
"687600"
"152410"
"J2311A"
"685930"
"J48950"
"529400"
"689490"
"694010"
"687430"
"150490"
"153470"
"J49140"
"515410"
"515350"
"691370"
"698640"
"693380"
"534010"
"J40260"
"533580"
"151410"
"529550"
"152110"
"694630"
"692330"
"533180"
"533350"
"J36750"
"692350"
"517190"
"J2949A"
"J2622A"
"J2931A"
"698240"
"699090"
"Z12560"
"517210"
"532640"
"513350"
"694370"
"694450"
"J4069A"
"514350"
"J2957A"
"69527A"
"J2941A"
"534020"
"J45840"
"515340"
"694240"
"534350"
"153520"
"153240"
"689310"
"533560"
"147140"
"692800"
"J2358A"
"684640"
"153480"
"J5033A"
"J4962A"
"516540"
"J2764A"
"151650"
"154900"
"516950"
"153310"
"J38200"
"692670"
"692630"
"688930"
"689980"
"147240"
"689370"
"533410"
"153040"
"153750"
"151740"
"543370"
"J4994A"
"692650"
"693480"
"694560"
"151470"
"J3492A"
"J2938A"
"690670"
"533490"
"J47230"
"698760"
"52923C"
"J2942A"
"155450"
"J50110"
"J2363A"
"694490"
"698870"
"J5010A"
"698330"
"J47790"
"696840"
"692900"
"J2779A"
"517300"
"533130"
"155240"
"514300"
"64189F"
"533980"
"699150"
"692540"
"533820"
"929360"
"J2769A"
"698310"
"J2381A"
"64189D"
"152880"
"698720"
"517220"
"518330"
"530400"
"J38250"
"530930"
"J4099A"
"517370"
"695950"
"155660"
"155080"
"J2354A"
"J4097A"
"64189E"
"153180"
"J49510"
"688920"
"J47760"
"J47770"
"68751B"
"532670"
"515760"
"698990"
"698110"
"154090"
"154790"
"64189H"
"15577A"
"53237A"
"X02930"
"152460"
"698730"
"534630"
"J49900"
"695240"
"683950"
"694350"
"690960"
"148460"
"147890"
"156800"
"69514B"
"690930"
"156100"
"694690"
"514660"
"517840"
"699530"
"699520"
"514560"
"696040"
"689950"
"156200"
"534440"
"50841F"
"50841D"
"517480"
"155620"
"697970"
"157290"
"155540"
"697160"
"695400"
"155150"
"J38290"
"695260"
"157380"
"J50780"
"154710"
"694610"
"698060"
"154700"
"699620"
"154590"
"155030"
"697570"
"699120"
"698950"
"52924A"
"699280"
"155140"
"J2787A"
"153060"
"685370"
"697940"
"J49810"
"694510"
"154580"
"J49750"
"157880"
"J49640"
"J49820"
"535780"
"535950"
"Z12670"
"J51410"
"695350"
"154750"
"69539B"
"684650"
"153270"
"534240"
"533950"
"694600"
"518400"
"676990"
"51591B"
"534360"
"698530"
"694520"
"154180"
"691580"
"J2984A"
"698070"
"J51420"
"J2960A"
"Z12690"
"900550"
"695370"
"53489A"
"518760"
"148350"
"J50220"
"696290"
"536440"
"J5148A"
"J5152A"
"900460"
"696990"
"690010"
"699110"
"535420"
"687390"
"900860"
"699650"
"695700"
"695810"
"J2387A"
"J3498A"
"535260"
"156150"
"900600"
"53227D"
"68727C"
"695520"
"155480"
"901110"
"J24090"
"J51560"
"J2400A"
"J2790A"
"154190"
"52122A"
"158030"
"J48930"
"157350"
"157510"
"158140"
"697350"
"J24410"
"536130"
"J24450"
"157070"
"900630"
"677540"
"536580"
"536060"
"535350"
"536240"
"901390"
"534080"
"900900"
"157010"
"695760"
"158360"
"901560"
"534950"
"J5158A"
"519630"
"157110"
"J49300"
"671780"
"Z12710"
"X03010"
"543430"
"158680"
"J2415A"
"J2417A"
"535740"
"518560"
"521660"
"157160"
"J4071A"
"902320"
"519160"
"157540"
"535430"
"902390"
"69550A"
"697370"
"J5721A"
"535840"
"537270"
"900540"
"679930"
"51958C"
"J46550"
"J46520"
"J2428A"
"J2429A"
"J2654A"
"J46590"
"947260"
"536980"
"157920"
"520430"
"512930"
"J2384A"
"903110"
"157550"
"697360"
"J2431A"
"158550"
"J2433A"
"158490"
"90134A"
"J2434A"
"520080"
"J49570"
"903020"
"159030"
"575080"
"155180"
"699910"
"J2436A"
"158580"
"519730"
"J28070"
"545850"
"902900"
"699770"
"901180"
"J46610"
"J46620"
"J46600"
"518920"
"691560"
"681920"
"J3007A"
"52044N"
"900110"
"533970"
"J3009A"
"J3010A"
"J50560"
"148690"
"52259A"
"J50460"
"J50430"
"159980"
"695720"
"534660"
"J2450A"
"903130"
"J39580"
"665760"
"159360"
"J2454A"
"902170"
"159380"
"901790"
"694890"
"J59640"
"538010"
"902540"
"X03040"
"902580"
"538920"
"902920"
"516030"
"69900F"
"J2988A"
"520860"
"537560"
"536630"
"520540"
"J56360"
"538600"
"904490"
"15838A"
"68752A"
"903150"
"538580"
"538610"
"69165B"
"534650"
"904550"
"904850"
"160700"
"148810"
"159420"
"699830"
"157140"
"160740"
"J56860"
"69900J"
"536460"
"536180"
"J2999A"
"J3002A"
"536780"
"J2465A"
"160230"
"903580"
"160720"
"J3016A"
"J56430"
"158980"
"159020"
"901620"
"903610"
"J2481A"
"903450"
"531250"
"158970"
"520390"
"J2487A"
"901720"
"J5190A"
"J5187A"
"903590"
"53822A"
"J48470"
"160990"
"905470"
"159270"
"147910"
"695690"
"905670"
"534780"
"148960"
"J56380"
"695740"
"520200"
"697850"
"J59760"
"900150"
"905940"
"905870"
"904610"
"699260"
"538630"
"537590"
"520790"
"539920"
"J48480"
"53123B"
"534410"
"538770"
"538800"
"J2821A"
"161420"
"521070"
"J25080"
"158890"
"90059A"
"905220"
"69698A"
"906270"
"157120"
"904640"
"J3511A"
"J48580"
"906580"
"159780"
"900070"
"540040"
"523780"
"523730"
"160570"
"J2817A"
"51959A"
"906000"
"907090"
"519720"
"538660"
"902480"
"535960"
"90393A"
"907100"
"906210"
"161150"
"161170"
"906290"
"J2486A"
"161450"
"J2498A"
"147460"
"160360"
"904680"
"904040"
"160070"
"159760"
"524320"
"518090"
"901710"
"161300"
"536350"
"523310"
"538130"
"536380"
"902360"
"535660"
"904910"
"J3017A"
"906840"
"903880"
"16028B"
"540410"
"903010"
"906480"
"540780"
"540730"
"537770"
"902490"
"522490"
"522000"
"541780"
"159800"
"541990"
"906200"
"904760"
"905840"
"J3021A"
"539570"
"541480"
"522690"
"540390"
"540460"
"907570"
"J56650"
"J56500"
"J56540"
"51968A"
"907720"
"537960"
"538360"
"52332A"
"162080"
"907880"
"699440"
"J59230"
"J6091A"
"522880"
"908180"
"J2830A"
"160840"
"52451A"
"696790"
"541300"
"905880"
"541510"
"542330"
"901860"
"540890"
"545990"
"542360"
"904920"
"Z12860"
"J6080A"
"16053A"
"16053B"
"907690"
"906960"
"538320"
"542050"
"904880"
"161950"
"J5435A"
"J2520A"
"J60300"
"537400"
"Z12870"
"907710"
"J59880"
"541810"
"161860"
"J3027A"
"52444A"
"690720"
"J4131A"
"J6089A"
"163720"
"900270"
"J5204A"
"162650"
"521880"
"909220"
"163660"
"909990"
"J2541A"
"514580"
"J3514A"
"543530"
"J3513A"
"J2663A"
"149380"
"907670"
"908470"
"904030"
"905270"
"J2514A"
"537680"
"163210"
"906310"
"909480"
"159840"
"541090"
"541170"
"J59910"
"J62000"
"907700"
"J59890"
"J62650"
"161720"
"909180"
"J2558A"
"J2559A"
"J2554A"
"J2555A"
"J2551A"
"J51350"
"J62490"
"J50970"
"J25700"
"902110"
"521900"
"520650"
"90640A"
"90610B"
"160110"
"90640B"
"164080"
"90732A"
"156700"
"543000"
"162380"
"542790"
"908010"
"906700"
"J62500"
"J62710"
"Z12910"
"J59670"
"910910"
"694770"
"90042B"
"162610"
"J62690"
"J2837A"
"162600"
"J3058A"
"164250"
"910020"
"901410"
"543570"
"162500"
"909960"
"906050"
"J2567A"
"16076A"
"909650"
"543450"
"164990"
"J62960"
"526020"
"909790"
"526670"
"906570"
"J3057A"
"907110"
"J61580"
"J2874A"
"J59800"
"541820"
"908760"
"164410"
"164490"
"162300"
"909700"
"910420"
"401000"
"J28470"
"J63160"
"909950"
"526030"
"164460"
"907330"
"162480"
"694760"
"J61460"
"161380"
"538820"
"909260"
"913400"
"Z12940"
"161940"
"163930"
"164240"
"J2580A"
"910150"
"910380"
"162170"
"906120"
"165700"
"575210"
"J3456A"
"913450"
"164010"
"J4136A"
"J4137A"
"J63610"
"J63360"
"910800"
"J3046A"
"907660"
"539580"
"902550"
"902020"
"539130"
"165670"
"164900"
"J63740"
"544920"
"162830"
"J3067A"
"523890"
"543560"
"523870"
"161800"
"164090"
"696510"
"525140"
"165210"
"914780"
"575240"
"69558F"
"164940"
"J2595A"
"J2590A"
"J2591A"
"J3521A"
"542480"
"J3525A"
"521370"
"901840"
"909620"
"900940"
"912730"
"522260"
"537880"
"163490"
"544500"
"J5211A"
"162850"
"165890"
"J3410A"
"J61480"
"161920"
"914100"
"908430"
"543860"
"538760"
"913160"
"544830"
"913350"
"524740"
"544420"
"912510"
"165750"
"914770"
"165760"
"162860"
"J64150"
"J70160"
"914620"
"914220"
"915190"
"531330"
"J2606A"
"912600"
"915130"
"J3533A"
"525980"
"915240"
"J70000"
"163900"
"165010"
"915490"
"166490"
"913530"
"J51110"
"J51150"
"909470"
"915430"
"J51070"
"913860"
"J5756A"
"914090"
"J51090"
"522790"
"914060"
"908290"
"J63170"
"527380"
"164730"
"J2576A"
"526650"
"930120"
"915650"
"J3474A"
"156160"
"915390"
"161640"
"544540"
"J3473A"
"909240"
"916430"
"915090"
"917350"
"917470"
"167690"
"916720"
"910760"
"167680"
"537710"
"J3573A"
"J61790"
"916970"
"J3443A"
"J3445A"
"J41390"
"544620"
"544510"
"165400"
"165490"
"165960"
"164640"
"J3555A"
"J3558A"
"167180"
"J61450"
"916810"
"163010"
"541070"
"J3425A"
"538290"
"912750"
"525440"
"536900"
"545600"
"166590"
"J61690"
"541900"
"167880"
"165530"
"52707B"
"914760"
"536870"
"166340"
"162730"
"168230"
"167890"
"528130"
"522830"
"914870"
"J71210"
"J70140"
"915470"
"543740"
"546440"
"917490"
"161530"
"546430"
"544320"
"168240"
"915460"
"J5215A"
"J3546A"
"J71230"
"J64060"
"543100"
"J63750"
"546010"
"167580"
"J3538A"
"J71000"
"Z13010"
"166140"
"528950"
"166540"
"J71240"
"J5838A"
"165090"
"528100"
"J70750"
"402010"
"164970"
"405170"
"166610"
"167720"
"916730"
"168620"
"528250"
"916640"
"542960"
"917320"
"J70030"
"J70950"
"525570"
"401020"
"165260"
"166310"
"901850"
"916610"
"543980"
"J4374A"
"J3466A"
"166550"
"575280"
"918110"
"512860"
"915410"
"403950"
"J62800"
"J4348A"
"529040"
"166560"
"166450"
"917780"
"J4371A"
"168340"
"169430"
"529450"
"167370"
"16931A"
"169120"
"168830"
"544230"
"J4167A"
"168190"
"166180"
"401320"
"403990"
"915760"
"J5771A"
"J7160A"
"161050"
"916690"
"J70930"
"169350"
"528360"
"543670"
"544090"
"405100"
"J58960"
"J58740"
"J71800"
"405430"
"545830"
"J58800"
"947650"
"J61910"
"J58940"
"528770"
"916540"
"J58830"
"918090"
"545080"
"405320"
"166890"
"528280"
"912400"
"524160"
"918140"
"J4175A"
"537550"
"404210"
"J72270"
"168200"
"917730"
"401460"
"J4179A"
"528500"
"150970"
"685550"
"687280"
"685140"
"688430"
"149890"
"688030"
"146150"
"149200"
"689900"
"685480"
"51344A"
"688060"
"513540"
"151530"
"689420"
"688280"
"688100"
"151450"
"68706A"
"149810"
"513980"
"526280"
"J2739A"
"689620"
"689110"
"687990"
"688300"
"150550"
"J4625A"
"J4629A"
"J4630A"
"510710"
"529970"
"507030"
"687960"
"514000"
"527470"
"508900"
"511180"
"688320"
"146870"
"68049A"
"J39420"
"514700"
"929070"
"J47550"
"684750"
"68049B"
"J4626A"
"Z12470"
"J47210"
"673330"
"692000"
"527670"
"531380"
"149840"
"51985C"
"527710"
"51355A"
"512490"
"527630"
"672940"
"529120"
"J2249A"
"J46830"
"150180"
"53006A"
"J4712A"
"J4714A"
"511930"
"693060"
"J2260A"
"147420"
"526500"
"510190"
"J2920A"
"511580"
"J40530"
"J39490"
"654190"
"531480"
"50918A"
"530810"
"151830"
"J4575A"
"J2134A"
"527760"
"530270"
"H9813A"
"J3482A"
"526380"
"693150"
"529740"
"530110"
"526250"
"574890"
"529920"
"688810"
"52535A"
"150830"
"527610"
"528630"
"684760"
"689130"
"531110"
"690330"
"J45760"
"683290"
"684550"
"516090"
"150150"
"543250"
"543240"
"150270"
"527990"
"511910"
"531700"
"J47390"
"529620"
"511280"
"514710"
"511250"
"511140"
"511090"
"511840"
"484790"
"J46470"
"51300A"
"51343A"
"144900"
"512750"
"50996B"
"511850"
"511810"
"150780"
"515870"
"510630"
"J40100"
"687890"
"150240"
"J2229A"
"J2237A"
"J40480"
"151030"
"150280"
"144770"
"151170"
"J2230A"
"529890"
"532100"
"690050"
"51996D"
"530510"
"688700"
"530420"
"687700"
"531240"
"530370"
"531460"
"530460"
"530560"
"688770"
"946650"
"530870"
"52980A"
"687230"
"J46790"
"530390"
"530520"
"X02760"
"530240"
"151630"
"151640"
"532430"
"J2751A"
"680700"
"693580"
"152210"
"692640"
"149830"
"528000"
"531810"
"532420"
"693220"
"J46190"
"531900"
"152060"
"150810"
"525990"
"J3483A"
"514970"
"697070"
"152570"
"532630"
"533110"
"150860"
"511370"
"687260"
"517060"
"512840"
"512850"
"574960"
"692140"
"J4091A"
"690880"
"543260"
"514720"
"151230"
"529510"
"J2283A"
"J4081A"
"J49080"
"516320"
"J47960"
"531590"
"J45960"
"695000"
"532780"
"J2291A"
"151570"
"531140"
"695040"
"687680"
"68591A"
"698020"
"525850"
"529490"
"153340"
"689930"
"686900"
"142580"
"154990"
"691130"
"532310"
"154740"
"Z1254A"
"J4068A"
"683980"
"J45830"
"693700"
"J46010"
"J48970"
"696310"
"153330"
"688850"
"696360"
"698210"
"691330"
"691310"
"698120"
"691340"
"691120"
"689500"
"696530"
"692710"
"511530"
"685780"
"698200"
"696230"
"692190"
"687400"
"679890"
"152490"
"152300"
"533070"
"153490"
"693390"
"692400"
"687480"
"692210"
"517120"
"153760"
"153030"
"529480"
"151420"
"528520"
"699100"
"694290"
"152790"
"J36780"
"J36820"
"150680"
"J2953A"
"690500"
"698050"
"J48050"
"J2948A"
"533850"
"J2623A"
"698360"
"J48250"
"J36740"
"692420"
"147230"
"516590"
"533270"
"533900"
"152500"
"517290"
"515300"
"153540"
"533090"
"152980"
"534040"
"J49110"
"J49120"
"687290"
"946920"
"J4106A"
"51667C"
"151880"
"532610"
"696570"
"517270"
"69260A"
"693320"
"698610"
"154150"
"152080"
"698390"
"693870"
"154800"
"J49950"
"517230"
"515730"
"152710"
"J2350A"
"J2353A"
"152530"
"152480"
"693770"
"J2964A"
"689360"
"533570"
"698690"
"517200"
"693780"
"154940"
"68889A"
"J2346A"
"J2336A"
"696740"
"J2936A"
"692750"
"698450"
"64189A"
"153590"
"J50000"
"J48770"
"J2944A"
"J2365A"
"150600"
"516940"
"151150"
"153970"
"534470"
"685790"
"156820"
"698430"
"J5002A"
"J2776A"
"152910"
"698660"
"153920"
"156240"
"154370"
"51455B"
"695160"
"534340"
"688870"
"J4098A"
"694530"
"534490"
"534500"
"692570"
"J2378A"
"J2379A"
"64189C"
"64189B"
"534550"
"154420"
"517780"
"J2771A"
"929300"
"J2374A"
"J2375A"
"515770"
"J3486A"
"154960"
"J50030"
"152560"
"516570"
"535120"
"530960"
"534430"
"698410"
"695860"
"693860"
"53237C"
"541770"
"50462A"
"J45730"
"690110"
"696410"
"155000"
"154850"
"J38220"
"516050"
"529370"
"156390"
"147900"
"155860"
"694440"
"695090"
"699560"
"153410"
"688970"
"693340"
"153050"
"156090"
"150640"
"698820"
"154270"
"697320"
"155980"
"575030"
"535160"
"535200"
"695330"
"694340"
"695490"
"69514A"
"695290"
"155630"
"687300"
"68097A"
"69525B"
"690580"
"697690"
"156960"
"155550"
"693350"
"694750"
"J2968A"
"J51340"
"J51320"
"699580"
"156870"
"697780"
"699030"
"694640"
"697680"
"J47810"
"157000"
"698540"
"699720"
"51591A"
"J50200"
"156640"
"J49670"
"518390"
"156890"
"697750"
"J2785A"
"155700"
"695410"
"J49680"
"J49700"
"156450"
"699470"
"536040"
"699790"
"69697A"
"156930"
"517740"
"155690"
"J49630"
"155720"
"J2370A"
"155900"
"535170"
"535850"
"683820"
"535070"
"536140"
"516830"
"156880"
"J2980A"
"532140"
"156110"
"691640"
"155930"
"157050"
"683810"
"69522B"
"J2969A"
"155710"
"69522A"
"J2979A"
"691770"
"691780"
"691600"
"681890"
"691750"
"156610"
"532130"
"520620"
"697460"
"697190"
"694540"
"51908A"
"J5154A"
"157400"
"901310"
"697210"
"929400"
"J56880"
"694830"
"J3502A"
"901380"
"695970"
"534910"
"155960"
"901130"
"695910"
"699400"
"536070"
"512340"
"J3497A"
"152310"
"J2411A"
"J57090"
"158610"
"158190"
"H4325A"
"69900A"
"533160"
"536220"
"52044F"
"J50270"
"695790"
"158320"
"53630B"
"J24380"
"695320"
"J51260"
"J50290"
"693850"
"J2407A"
"Z12720"
"690460"
"52044D"
"148250"
"157030"
"J57080"
"534090"
"536020"
"900500"
"521160"
"148600"
"901160"
"575060"
"J51310"
"900960"
"699950"
"J2416A"
"J5151A"
"537010"
"699270"
"148730"
"516060"
"532000"
"537520"
"902720"
"J5628A"
"69550B"
"158830"
"535990"
"691720"
"J2653A"
"51647C"
"159050"
"519460"
"901760"
"J2385A"
"J2803A"
"158760"
"902690"
"J2427A"
"153420"
"158070"
"699380"
"J57270"
"51934A"
"J46650"
"158350"
"521560"
"518910"
"521620"
"901250"
"90134B"
"699660"
"520120"
"529580"
"521420"
"691500"
"J59020"
"J4126A"
"158780"
"517880"
"J4127A"
"538500"
"903560"
"518900"
"537790"
"J46640"
"146670"
"699710"
"69964B"
"902730"
"903870"
"539010"
"J3011A"
"J50390"
"522060"
"148800"
"157600"
"159990"
"J2996A"
"157560"
"696910"
"521770"
"539350"
"15779A"
"159560"
"696590"
"J5871A"
"902160"
"J2989A"
"160120"
"537310"
"159230"
"695890"
"69633A"
"160480"
"J2453A"
"699450"
"903940"
"903780"
"900760"
"902820"
"901490"
"522950"
"Z12760"
"537260"
"543470"
"537500"
"J59210"
"537190"
"699870"
"687250"
"521540"
"51898A"
"902400"
"517650"
"522730"
"903550"
"518860"
"902840"
"538310"
"J3000A"
"158950"
"519760"
"904600"
"J60070"
"539000"
"159450"
"J60050"
"699410"
"531970"
"159570"
"160270"
"J60150"
"J3001A"
"J2867A"
"536810"
"904770"
"902340"
"146610"
"J2480A"
"J60210"
"537620"
"J2866A"
"575130"
"539530"
"148970"
"J2490A"
"J2492A"
"J56400"
"520480"
"520820"
"16014B"
"902230"
"J60430"
"J25020"
"J25050"
"J2482A"
"536800"
"903620"
"J59730"
"905590"
"537630"
"539430"
"161200"
"903510"
"523580"
"69738A"
"903360"
"69498A"
"904370"
"537660"
"J58530"
"538390"
"539850"
"683760"
"905930"
"J56390"
"90041A"
"51964A"
"518310"
"160930"
"J2475A"
"160870"
"520320"
"902040"
"51899A"
"903750"
"520930"
"158650"
"520370"
"539830"
"51967A"
"523710"
"161350"
"522370"
"522350"
"523950"
"J2477A"
"683750"
"540910"
"520380"
"J48570"
"51965A"
"540690"
"J48530"
"160670"
"905340"
"905150"
"523270"
"538380"
"J2819A"
"161160"
"901610"
"539520"
"901690"
"149510"
"523260"
"J61210"
"149000"
"J3032A"
"J3043A"
"69739B"
"517360"
"J3044A"
"J60650"
"524350"
"161590"
"160060"
"539640"
"697910"
"907550"
"530010"
"53209A"
"907150"
"J48550"
"J61070"
"541970"
"540840"
"907040"
"162200"
"521520"
"J56760"
"16081A"
"162210"
"904740"
"540570"
"905450"
"908440"
"523740"
"524700"
"540440"
"159890"
"161400"
"J56730"
"J56750"
"908090"
"159310"
"906410"
"162640"
"907930"
"161330"
"539630"
"901450"
"541960"
"542300"
"523690"
"907340"
"J6082A"
"537690"
"520910"
"521310"
"161870"
"541020"
"53488D"
"524370"
"541580"
"541930"
"J6150A"
"542320"
"540580"
"906530"
"541540"
"534850"
"907740"
"J61810"
"542290"
"520570"
"16161B"
"907060"
"163120"
"905830"
"540290"
"542010"
"J2870A"
"541490"
"541520"
"J6152A"
"J6153A"
"541280"
"901590"
"52527A"
"540220"
"538170"
"J61970"
"906540"
"J61980"
"907130"
"906870"
"J61960"
"J6131A"
"905020"
"900120"
"908210"
"J4130A"
"522940"
"J4133A"
"520800"
"160080"
"161740"
"163870"
"909940"
"575180"
"904830"
"54250A"
"J5207A"
"Z12900"
"J2840A"
"J5197A"
"536110"
"541200"
"160980"
"163670"
"905950"
"907620"
"90354B"
"908770"
"J2527A"
"J62250"
"J62510"
"694940"
"905460"
"523440"
"J2631A"
"521480"
"902710"
"160940"
"542840"
"523200"
"909710"
"543510"
"521470"
"162890"
"907850"
"907600"
"521810"
"543230"
"535700"
"162450"
"521130"
"907020"
"J2561A"
"J2553A"
"522650"
"901480"
"J60700"
"908490"
"909230"
"162770"
"161410"
"163780"
"162430"
"537870"
"164140"
"538560"
"164160"
"539970"
"J2548A"
"J2550A"
"909750"
"J51000"
"J62860"
"90732B"
"90764A"
"910660"
"908300"
"523010"
"J2836A"
"543940"
"164360"
"536840"
"912210"
"546120"
"912420"
"159940"
"163000"
"913070"
"161660"
"162490"
"521920"
"164400"
"164420"
"912880"
"164600"
"90794B"
"162310"
"534800"
"909870"
"90794A"
"909520"
"162590"
"525310"
"J3063A"
"542710"
"542730"
"163540"
"538650"
"16327A"
"539690"
"J59790"
"J63480"
"J63530"
"543930"
"J4135A"
"913580"
"Z12950"
"J3566A"
"J3047A"
"913480"
"536750"
"522750"
"525150"
"909730"
"54318A"
"912830"
"165370"
"526190"
"J59990"
"163390"
"538430"
"J3068A"
"J3070A"
"906750"
"908970"
"538680"
"J2873A"
"909880"
"900160"
"162060"
"905080"
"538850"
"165160"
"524220"
"914900"
"906970"
"910860"
"914660"
"J34320"
"69558E"
"544580"
"J3527A"
"913720"
"159480"
"J63380"
"J6394A"
"913840"
"165780"
"544480"
"J6390A"
"914070"
"J63720"
"542070"
"913430"
"914210"
"J3536A"
"538740"
"J63570"
"914840"
"539960"
"913320"
"910330"
"913650"
"913710"
"544330"
"J3522A"
"163520"
"524730"
"166270"
"523390"
"525330"
"540270"
"164780"
"J60620"
"J61470"
"J64080"
"913420"
"539650"
"522480"
"914110"
"908510"
"526000"
"545540"
"J3528A"
"166120"
"910780"
"165980"
"537080"
"J2604A"
"522680"
"914400"
"164850"
"165200"
"J69940"
"916120"
"540960"
"J5755A"
"163910"
"164430"
"525600"
"J51210"
"Z12980"
"J51220"
"164630"
"914030"
"914020"
"91486B"
"915160"
"914590"
"910040"
"575270"
"J3418A"
"J3419A"
"913470"
"912220"
"915980"
"90782A"
"915150"
"165580"
"541850"
"164760"
"167170"
"917440"
"166930"
"917740"
"909830"
"917550"
"J71220"
"91501A"
"J3571A"
"916310"
"J3438A"
"J3442A"
"J62280"
"536850"
"J3444A"
"156220"
"530600"
"908050"
"J3554A"
"J61640"
"910070"
"J3441A"
"J3423A"
"J3553A"
"916320"
"915930"
"167010"
"163470"
"914240"
"J3435A"
"J61650"
"166060"
"J61730"
"917270"
"J61670"
"J63690"
"917540"
"162970"
"528570"
"544520"
"54481D"
"545670"
"16351A"
"167140"
"167230"
"165080"
"166190"
"917130"
"J6796A"
"J61490"
"J3552A"
"539140"
"916460"
"167130"
"91637A"
"914710"
"914730"
"545030"
"916180"
"168320"
"168260"
"910670"
"916340"
"52170I"
"52170M"
"546250"
"909500"
"917660"
"405000"
"164960"
"J5213A"
"J5214A"
"J63580"
"915890"
"917070"
"917650"
"J70770"
"J6377A"
"J3540A"
"J63700"
"540180"
"543810"
"528110"
"544080"
"915070"
"535580"
"912940"
"912980"
"910930"
"917620"
"J64010"
"J71070"
"916230"
"168480"
"916470"
"544160"
"J69520"
"J3451A"
"J69540"
"J3547A"
"J71770"
"161070"
"400040"
"400060"
"914670"
"546490"
"914000"
"91554B"
"J4367A"
"J4142A"
"514600"
"546510"
"J4336A"
"947670"
"904710"
"166720"
"J4148A"
"J4150A"
"544570"
"400020"
"167340"
"J5829A"
"168500"
"165520"
"691860"
"525460"
"167790"
"405300"
"J4160A"
"J4163A"
"161040"
"916930"
"917210"
"524830"
"403960"
"914990"
"J63680"
"J71330"
"916140"
"545770"
"91775A"
"405480"
"167510"
"167990"
"J4463A"
"J4464A"
"400180"
"165810"
"405050"
"546190"
"575320"
"J72160"
"J58840"
"405560"
"904210"
"915270"
"169190"
"54597C"
"528290"
"524850"
"405630"
"53010A"
"40300B"
"913640"
"167780"
"J4176A"
"547970"
"401500"
"J71410"
"J71920"
"547700"
